"County","State","Age.Percent 65 and Older","Age.Percent Under 18 Years","Age.Percent Under 5 Years","Education.Bachelor's Degree or Higher","Education.High School or Higher","Employment.Nonemployer Establishments","Ethnicities.American Indian and Alaska Native Alone","Ethnicities.Asian Alone","Ethnicities.Black Alone","Ethnicities.Hispanic or Latino","Ethnicities.Native Hawaiian and Other Pacific Islander Alone","Ethnicities.Two or More Races","Ethnicities.White Alone","Ethnicities.White Alone, not Hispanic or Latino","Housing.Homeownership Rate","Housing.Households","Housing.Housing Units","Housing.Median Value of Owner-Occupied Units","Housing.Persons per Household","Income.Median Houseold Income","Income.Per Capita Income","Miscellaneous.Foreign Born","Miscellaneous.Land Area","Miscellaneous.Language Other than English at Home","Miscellaneous.Living in Same House +1 Years","Miscellaneous.Manufacturers Shipments","Miscellaneous.Mean Travel Time to Work","Miscellaneous.Percent Female","Miscellaneous.Veterans","Population.2020 Population","Population.2010 Population","Population.Population per Square Mile","Sales.Accommodation and Food Services Sales","Sales.Retail Sales","Employment.Firms.Total","Employment.Firms.Women-Owned","Employment.Firms.Men-Owned","Employment.Firms.Minority-Owned","Employment.Firms.Nonminority-Owned","Employment.Firms.Veteran-Owned","Employment.Firms.Nonveteran-Owned"
"Weld County","CO","11.1","26.9","7.3","25.9","85.6","-1","1.7","1.5","1.4","28.8","0.2","2.1","93.1","66.7","70.1","90465","100070","191500","2.79","57180","-1","8.5","1074.49","-1","-1","-1","-1","49.6","16805","277670","252825","63.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Yuma County","CO","17.4","26.5","7.5","17.7","88","-1","0.8","0.5","0.4","21.9","0.2","0.8","97.3","76.6","67.4","3811","4429","136600","2.61","44308","-1","10.9","688.35","-1","-1","-1","-1","50","630","10202","10043","4.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Fairfield County","CT","14.4","23.6","5.7","44.8","89","-1","0.5","5.5","12.2","18.7","0.1","2","79.8","63.8","69","332655","364954","432100","2.73","82283","-1","20.3","613.03","-1","-1","-1","-1","51.2","41615","945438","916829","1467.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Hartford County","CT","15.6","21.7","5.4","34.9","88.1","-1","0.5","5.1","15.2","17","0.1","2.3","76.8","63.4","65.5","347874","374695","241500","2.49","64967","-1","14.9","655.92","-1","-1","-1","-1","51.5","52781","897985","894014","1216.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Litchfield County","CT","18.4","19.4","4.2","33.4","91.3","-1","0.3","1.8","1.8","5.5","0.1","1.6","94.4","89.9","78.1","75755","87434","263600","2.45","71338","-1","7.1","396.23","-1","-1","-1","-1","50.7","14785","184993","189927","206.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Middlesex County","CT","17.7","19.4","4.5","39.1","93.8","-1","0.2","3","5.4","5.8","0.1","1.9","89.4","84.6","76.2","66141","75274","292000","2.41","76994","-1","7.3","890.92","-1","-1","-1","-1","51.2","11973","164943","165676","448.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"New Haven County","CT","15.6","21.1","5.3","32.9","88.3","-1","0.5","4.2","14.2","16.8","0.1","2.2","78.8","65","63.7","328013","362262","256900","2.54","61996","-1","11.7","1284.89","-1","-1","-1","-1","51.8","51106","861277","862477","1426.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"New London County","CT","16","20.3","5.1","31.3","90.5","-1","1.1","4.5","6.9","9.9","0.2","3.5","83.9","76.3","67.5","107066","121248","252900","2.44","66583","-1","8.6","195.83","-1","-1","-1","-1","49.9","25314","273676","274055","412.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Tolland County","CT","14","18.5","4","36.9","93","-1","0.2","4.1","3.6","5","0.1","1.8","90.3","86.2","74.4","54327","58529","254800","2.52","80529","-1","6.9","151.31","-1","-1","-1","-1","49.8","10916","151367","152691","372.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Windham County","CT","14.7","20.7","5.2","22.3","86.8","-1","0.6","1.4","2.9","10.9","0.1","2.2","92.8","83.8","70.1","44018","49168","211100","2.57","59333","-1","4.9","480.19","-1","-1","-1","-1","50.4","9457","116998","118428","230.9","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"District of Columbia","DC","11.3","17.5","6.5","52.4","88.4","-1","0.6","4","49","10.4","0.2","2.6","43.6","35.8","42.1","263649","306174","445200","2.2","65830","-1","13.8","503.87","-1","-1","-1","-1","52.6","30520","658893","601723","9856.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Kent County","DE","15.6","23.6","6.5","21.4","85.2","-1","0.7","2.3","25.2","6.9","0.1","3.4","68.3","63.3","72.3","58524","67874","199500","2.74","55149","-1","5.3","4802.71","-1","-1","-1","-1","51.8","18340","171987","162310","276.9","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"New Castle County","DE","13.8","22.2","6.1","33.8","89.4","-1","0.4","5.2","24.9","9.4","0.1","2.3","67.1","59.5","70","200739","220118","246300","2.62","64537","-1","10","896.63","-1","-1","-1","-1","51.6","36340","552778","538479","1263.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Sussex County","DE","24.2","19.5","5.6","22.2","85.6","-1","1.2","1.2","12.8","9.3","0.1","2.1","82.5","75","79","76444","129445","236600","2.58","52710","-1","6.8","243.04","-1","-1","-1","-1","51.5","20401","210849","197145","210.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Alachua County","FL","12.5","18.1","5.6","40.5","91.2","-1","0.3","5.9","20.5","9.1","0.1","2.6","70.6","62.6","54.1","96043","114060","167900","2.43","42149","-1","10.7","265.64","-1","-1","-1","-1","51.7","17015","256380","247336","282.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Baker County","FL","12.9","24.8","6.3","10","80.1","-1","0.4","0.7","13.5","2.4","0","1.6","83.9","81.9","79.7","8216","9620","124300","3.01","49236","-1","1","587.37","-1","-1","-1","-1","47.9","1979","27093","27115","46.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Bay County","FL","16.1","21.6","6.1","21.1","87","-1","0.8","2.3","11.3","5.7","0.1","3.1","82.4","77.7","62.5","67561","100322","157600","2.48","47461","-1","4.9","578.54","-1","-1","-1","-1","50.2","22243","178985","168852","222.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Bradford County","FL","17.6","20.2","5.8","9.2","75.5","-1","0.4","0.5","19.1","3.8","0.1","1.7","78.2","74.9","77.8","8857","10909","108000","2.72","40259","-1","2.5","2048.79","-1","-1","-1","-1","45.6","2741","26702","28520","97","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Brevard County","FL","22.6","18.7","4.6","26.3","90.2","-1","0.5","2.4","10.7","9.3","0.1","2.5","83.8","75.8","73.5","220277","272297","144900","2.44","48039","-1","8.7","381.46","-1","-1","-1","-1","51.2","68817","556885","543376","535","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Broward County","FL","15.3","21.5","5.8","29.9","87.8","-1","0.4","3.7","28.9","27.5","0.1","2.1","64.9","39.8","65.9","663458","817277","181500","2.67","51251","-1","31.5","1478.49","-1","-1","-1","-1","51.4","92575","1869235","1748066","1444.9","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Calhoun County","FL","17.3","20.8","5.5","7.8","73.5","-1","1.3","0.8","13.6","5.8","0.2","2.2","81.8","76.8","79","4696","5928","70000","2.7","32780","-1","2.7","7897.58","-1","-1","-1","-1","45.5","1598","14532","14625","25.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Charlotte County","FL","37.7","13","3.1","21.2","88.8","-1","0.3","1.4","6.2","6.7","0.1","1.5","90.5","84.7","79","70545","101365","143700","2.24","44378","-1","9.7","1764.15","-1","-1","-1","-1","51.3","24867","168474","159978","235.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Citrus County","FL","35.2","15","3.8","16.6","86","-1","0.4","1.6","3.1","5.2","0","1.5","93.3","88.7","82.6","60319","77717","117400","2.29","39100","-1","4.8","189.43","-1","-1","-1","-1","51.6","21097","139377","141236","242.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Clay County","FL","14.2","24.2","5.5","24","90.2","-1","0.5","3.2","10.9","9.2","0.2","2.9","82.4","74.8","76.6","67805","77439","158600","2.82","59482","-1","6.6","861.38","-1","-1","-1","-1","50.8","26014","199798","190865","315.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Collier County","FL","29.4","18.3","4.8","31.7","85.8","-1","0.5","1.4","7.2","26.7","0.1","1.1","89.7","64.3","74.1","122972","203070","261300","2.64","55843","-1","22.9","319.42","-1","-1","-1","-1","50.8","30603","348777","321520","160.9","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Columbia County","FL","17.3","21.8","5.9","13.3","82.6","-1","0.5","1.1","18.5","5.6","0.1","1.8","78","73.1","70.8","23604","28309","108700","2.69","38070","-1","3.4","527.51","-1","-1","-1","-1","48.2","7694","67857","67531","84.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"DeSoto County","FL","19.7","20.9","5.5","10.6","71.3","-1","1.1","0.8","13.2","30.5","0.2","1.2","83.5","55.2","71.8","10622","14729","89900","2.89","34963","-1","17.6","630.09","-1","-1","-1","-1","43.7","2802","35012","34862","54.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Dixie County","FL","22","19.1","5.6","8.4","78.5","-1","0.4","0.4","9.1","3.7","0","1.5","88.5","85.1","78.5","6130","9155","85300","2.49","33981","-1","2.7","499.08","-1","-1","-1","-1","46","2085","15907","16422","23.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Duval County","FL","12.8","22.9","6.8","26.4","87.9","-1","0.4","4.7","30.1","8.6","0.1","2.7","62","55","61.6","330897","395841","151400","2.58","48323","-1","9.5","569.44","-1","-1","-1","-1","51.6","85376","897698","864263","1133.9","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Escambia County","FL","15.7","20.8","6","23.7","87.9","-1","0.9","3.1","22.8","5.5","0.2","3.1","69.9","65.5","64.1","111689","138636","130100","2.51","43918","-1","5.6","444.81","-1","-1","-1","-1","50.1","34292","310659","297619","453.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Flagler County","FL","28.4","18.1","4.2","23.3","90.2","-1","0.4","2.4","11.5","9.8","0.1","1.9","83.7","75.3","80.2","35647","49562","169300","2.71","47233","-1","13.4","372.22","-1","-1","-1","-1","52","11345","102408","95696","197.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Franklin County","FL","20.1","16.6","4.3","14.4","79.3","-1","0.6","0.7","14.4","5.1","0.1","1.5","82.7","78","69.7","4294","8569","143900","2.23","38328","-1","3.2","128.57","-1","-1","-1","-1","42.2","1235","11815","11549","21.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Gadsden County","FL","15.5","22.2","6.1","14.9","77.2","-1","0.6","0.7","55.2","10.5","0.2","1.1","42.3","33.2","71.2","16662","19432","111200","2.62","35380","-1","6.6","447.6","-1","-1","-1","-1","49.5","3285","46281","46389","89.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Gilchrist County","FL","19.4","20.4","5.3","11.1","79.8","-1","0.7","0.5","5.7","5.2","0.1","1.2","91.7","87.1","79.7","6240","7229","102300","2.51","38406","-1","3","694.62","-1","-1","-1","-1","48","1815","16997","16939","48.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Glades County","FL","26.5","17.1","4","12.2","78","-1","5.6","0.7","14","21.7","0.1","1","78.7","60.4","72.1","3843","6825","87700","3.05","34694","-1","14.7","628.24","-1","-1","-1","-1","43.7","1205","13635","12884","16","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Gulf County","FL","18.1","15.5","4.3","13.6","79.5","-1","0.5","0.6","19.1","5","0","1.8","78","73.4","71.3","5414","9181","120200","2.49","40455","-1","3.2","394.61","-1","-1","-1","-1","39.8","1384","15944","15863","28.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Hamilton County","FL","15.9","19.3","5.4","9.4","75.1","-1","1","0.8","33.5","9.5","0","1.8","63","55","75.1","4657","5704","73500","2.45","37716","-1","3.7","599.25","-1","-1","-1","-1","42.9","1311","14048","14799","28.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Hardee County","FL","14.8","26.7","7.2","8.8","64.2","-1","1.2","1.2","7.6","43.1","0.1","1.4","88.5","47.5","70.5","7463","9618","85800","3.38","37125","-1","20.8","474.69","-1","-1","-1","-1","46.5","1388","27469","27731","43.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Hendry County","FL","12.7","28.1","7.7","9.9","64.4","-1","2.2","1.3","13.2","50.9","0.2","1.1","82","33.9","69.6","11223","14376","81400","3.15","35425","-1","24.9","144.66","-1","-1","-1","-1","48","1820","38505","39140","34","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Hernando County","FL","27.5","18.7","4.4","15.5","86.5","-1","0.5","1.4","5.7","11.6","0.1","1.9","90.5","80.2","79.3","70210","84623","117400","2.44","41024","-1","6.5","920.22","-1","-1","-1","-1","52.1","21514","175855","172778","365.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Highlands County","FL","33.8","17.8","4.7","14.9","81","-1","0.6","1.5","10.6","18.4","0.1","1.6","85.6","68.7","77.9","39931","54894","93600","2.42","35560","-1","10.9","409.5","-1","-1","-1","-1","51.5","12995","98236","98786","97.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Hillsborough County","FL","13.1","23.2","6.4","29.5","86.8","-1","0.6","4","17.5","26.5","0.1","2.5","75.3","51.6","60","471340","554070","160000","2.63","49596","-1","15.5","507.36","-1","-1","-1","-1","51.3","94536","1316298","1229226","1204.9","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Holmes County","FL","18.9","20.3","5","12","75.5","-1","0.9","0.7","6.8","2.7","0.1","2.1","89.4","87","79.3","6808","8559","83400","2.65","35511","-1","2.6","3340.75","-1","-1","-1","-1","46.6","1872","19650","19927","41.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Indian River County","FL","30","17.5","4.4","26.6","87","-1","0.5","1.5","9.4","11.9","0","1.4","87.3","76.3","74.9","58038","77340","157400","2.37","44772","-1","10.4","822.18","-1","-1","-1","-1","52","15463","144755","138028","274.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Jackson County","FL","18","18.8","4.9","14.2","78","-1","0.8","0.6","27","4.8","0.2","1.7","69.8","65.7","74.3","16244","20821","88100","2.55","36809","-1","2.8","341.2","-1","-1","-1","-1","44.8","5114","48801","49746","54.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Jefferson County","FL","20.1","17.5","4.9","16.9","81.2","-1","0.4","0.5","35.4","4.1","0","1.6","62.1","58.8","75.5","5347","6589","121100","2.36","44170","-1","2.3","354.33","-1","-1","-1","-1","47.7","1753","14050","14761","24.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Lafayette County","FL","14","20.1","5.1","9.3","78.4","-1","0.7","0.2","15.2","12.5","0.1","1.3","82.5","71","79.9","2710","3300","116600","2.75","39722","-1","8.2","2698.16","-1","-1","-1","-1","40","765","8835","8870","16.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Lake County","FL","26","19.8","5","20.5","86.4","-1","0.6","2.2","10.6","13.8","0.1","1.8","84.6","72.4","75.3","117250","146687","142700","2.53","45035","-1","8.5","444.23","-1","-1","-1","-1","51.6","34327","315690","297052","316.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Lee County","FL","26.3","18.7","4.9","24.7","86.9","-1","0.5","1.7","9.1","19.6","0.1","1.6","87","69.2","70.8","241531","375682","149400","2.59","47439","-1","15.1","564.27","-1","-1","-1","-1","51","63839","679513","618754","788.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Leon County","FL","11.4","19.1","5.2","44.2","91.8","-1","0.3","3.3","31.6","6.1","0.1","2.1","62.6","57.5","53.8","110377","126724","183300","2.4","46369","-1","6.5","375.82","-1","-1","-1","-1","52.5","17802","283988","275487","413.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Levy County","FL","22.9","19.8","5","11.1","81.1","-1","0.7","0.7","9.5","8.1","0.1","1.7","87.2","80","77.5","15582","19856","92200","2.54","34348","-1","3.2","412.16","-1","-1","-1","-1","50.8","4599","39613","40801","36.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Liberty County","FL","11.8","19","4.8","12.8","75.6","-1","1.3","0.4","19.7","6.6","0","1.6","77","71.4","78.7","2305","3324","78800","2.91","39681","-1","3.4","490.06","-1","-1","-1","-1","37.6","645","8360","8365","10","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Madison County","FL","17.9","20","5.5","9.7","78.2","-1","0.6","0.4","38.9","5","0","1.4","58.7","54.5","75.8","6739","8422","81000","2.52","33833","-1","4.1","2021.54","-1","-1","-1","-1","47.2","1562","18518","19224","27.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Manatee County","FL","25.5","19.5","5","26.6","87.4","-1","0.5","2","9.3","15.7","0.1","1.7","86.4","72.1","71.4","131197","179035","165400","2.48","47876","-1","12.7","696.84","-1","-1","-1","-1","51.6","33883","351746","322833","434.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Marion County","FL","27.9","18.8","4.9","17.4","85","-1","0.5","1.6","13.2","11.9","0.1","1.7","82.9","72.2","76.7","134002","163542","119400","2.43","39453","-1","7.6","557.45","-1","-1","-1","-1","52","39952","339167","331298","209.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Martin County","FL","29.3","16.8","4.1","29.9","88.8","-1","1.1","1.3","5.7","12.9","0.2","1.3","90.4","79.3","76.2","59891","78948","197900","2.41","49846","-1","9.8","936.96","-1","-1","-1","-1","50.4","16999","153392","146318","269.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Miami-Dade County","FL","15.2","20.6","5.8","26.3","78.8","-1","0.3","1.7","18.9","66.2","0","1.2","77.9","14.8","55.7","828031","1004371","201000","3.02","43100","-1","51.3","2565.08","-1","-1","-1","-1","51.4","60168","2662874","2496435","1315.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Monroe County","FL","20.5","15.3","4.6","28","89.9","-1","0.4","1.3","6.6","22.4","0.1","1.8","89.8","68.6","61.7","28503","52935","381200","2.54","53607","-1","17.4","894.43","-1","-1","-1","-1","47.5","7691","77136","73090","74.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Nassau County","FL","20","20.4","5.1","22.8","89.4","-1","0.5","1","6.5","3.8","0.1","1.5","90.4","87.2","78.4","28044","35972","181100","2.62","55315","-1","2.6","708.03","-1","-1","-1","-1","50.8","9109","76619","73314","113","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Okaloosa County","FL","15.1","22.2","6.7","27.4","90.9","-1","0.7","3.2","10.1","8.5","0.3","3.9","81.7","74.7","66.1","73253","95055","182100","2.47","54684","-1","6.6","162.16","-1","-1","-1","-1","49.2","30257","196512","180822","194.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Okeechobee County","FL","17.9","22.7","6.2","10.2","67.8","-1","1.4","1","8.8","25.3","0.1","1.3","87.4","63.6","73.9","12999","18223","105300","2.86","34570","-1","12.1","346.27","-1","-1","-1","-1","46.2","3063","39149","39996","52","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Orange County","FL","10.8","22.7","6.2","30.1","87.2","-1","0.6","5.6","22.2","29.2","0.2","2.5","69","43.3","57.4","415790","508051","167800","2.76","47581","-1","19","579.44","-1","-1","-1","-1","50.9","66314","1253001","1145956","1268.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Osceola County","FL","12.7","25.1","6.4","17.6","83.8","-1","0.8","3","13.4","49.7","0.2","2.6","80","36.1","63.1","90413","133981","129900","3.07","43891","-1","19.9","474.48","-1","-1","-1","-1","51","16395","310211","268685","202.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Palm Beach County","FL","22.7","19.5","5.1","32.4","87.5","-1","0.6","2.7","18.8","20.7","0.1","1.7","76.1","57.3","71.2","526007","674844","199700","2.51","52432","-1","22.6","740.31","-1","-1","-1","-1","51.6","99057","1397710","1320134","670.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Pasco County","FL","22.5","20.5","5","20.4","87.2","-1","0.4","2.4","5.6","13.4","0.1","2","89.4","77.4","76.5","182707","232348","120000","2.53","43888","-1","9","1109.92","-1","-1","-1","-1","51.4","50239","485331","464697","622.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Pinellas County","FL","23","17.1","4.5","27.5","88.9","-1","0.4","3.4","10.9","8.8","0.1","2","83.1","75.4","67","401708","504674","151500","2.24","45535","-1","11.4","568.31","-1","-1","-1","-1","52.1","94997","938098","916542","3347.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Polk County","FL","19.5","22.8","5.9","18.1","82.4","-1","0.6","1.9","15.7","19.6","0.1","2","79.7","62.1","70.5","219540","282730","111400","2.71","43113","-1","10.2","1013.4","-1","-1","-1","-1","51","51949","634638","602095","334.9","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Putnam County","FL","21.1","21.6","5.7","11.4","77.5","-1","0.6","0.7","16.6","9.6","0.1","1.7","80.3","71.7","76.3","28047","36662","89600","2.57","32497","-1","4.8","596.53","-1","-1","-1","-1","50.7","8293","72143","74364","102.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Santa Rosa County","FL","14.5","22.6","5.7","25.9","89.4","-1","0.9","2.2","6.6","5.2","0.2","3.1","87.1","82.8","73.6","57368","67604","162300","2.64","57703","-1","4.4","597.14","-1","-1","-1","-1","48.9","20921","163422","151372","149.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Sarasota County","FL","33.9","15","3.7","30.8","91.9","-1","0.3","1.6","5","8.7","0.1","1.5","91.6","83.7","74.5","170555","230987","175000","2.21","49052","-1","12","996.27","-1","-1","-1","-1","52.2","47357","396962","379448","682.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Seminole County","FL","14.3","21.4","5.2","35","91.8","-1","0.4","4.1","12.2","19.2","0.1","2.5","80.6","63.6","70.5","147529","185882","184300","2.87","58175","-1","11.8","428.67","-1","-1","-1","-1","51.6","30528","442516","422718","1367","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"St. Johns County","FL","18.2","22","4.8","41.4","93.2","-1","0.3","2.6","5.7","6.1","0.1","1.8","89.5","84","77","75558","96900","242900","2.57","64876","-1","6.4","751.18","-1","-1","-1","-1","51.3","19172","217919","190039","316.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"St. Lucie County","FL","22.6","20.8","5.2","19.5","85.2","-1","0.6","1.9","20.2","17.6","0.1","2.1","75.1","59.5","73","106060","137339","122900","2.62","43413","-1","14.9","182.82","-1","-1","-1","-1","51.2","26490","291028","277789","485.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
